,snr,machine,id,condition,file,path,y_array,ftt
2914,+6b,valve,id_04,normal,00000856.wav,+6b/valve/id_04/normal/00000856.wav,"[-0.01016617 -0.00981522 -0.01062012 ... -0.00747299 -0.00613785
 -0.00497055]","[[0.32825875]
 [0.3752017 ]
 [0.07205155]
 ...
 [0.00410389]
 [0.00865613]
 [0.01287234]]"
2915,+6b,valve,id_04,normal,00000857.wav,+6b/valve/id_04/normal/00000857.wav,"[ 0.00048065  0.00059128  0.00085068 ...  0.0006218  -0.00092697
  0.00066757]","[[0.3157164 ]
 [0.32767922]
 [0.22942102]
 ...
 [0.00122985]
 [0.00384352]
 [0.00822881]]"
2916,+6b,valve,id_04,normal,00000858.wav,+6b/valve/id_04/normal/00000858.wav,"[-0.00246429 -0.00287628 -0.00255966 ... -0.00333405 -0.00221252
 -0.00127411]","[[0.15778786]
 [0.23235832]
 [0.55785507]
 ...
 [0.00813998]
 [0.00312668]
 [0.00403563]]"
2917,+6b,valve,id_04,normal,00000859.wav,+6b/valve/id_04/normal/00000859.wav,"[-0.0005722  -0.00092316 -0.00098801 ... -0.00135803 -0.00145721
 -0.00078583]","[[0.22742197]
 [0.43287456]
 [0.2823151 ]
 ...
 [0.06042376]
 [0.10566318]
 [0.16159496]]"
2918,+6b,valve,id_04,normal,00000860.wav,+6b/valve/id_04/normal/00000860.wav,"[-9.1552734e-05  9.0789795e-04  1.0948181e-03 ... -2.4528503e-03
 -1.9035339e-03 -1.6708374e-03]","[[0.01859573]
 [0.05272307]
 [0.42900914]
 ...
 [0.00613573]
 [0.00778632]
 [0.0043795 ]]"
2919,+6b,valve,id_04,normal,00000861.wav,+6b/valve/id_04/normal/00000861.wav,[0.0010376  0.00069046 0.00037766 ... 0.00338745 0.00296402 0.00279617],"[[0.41764024]
 [0.04238924]
 [0.7100984 ]
 ...
 [0.00700638]
 [0.00179356]
 [0.00906792]]"
2920,+6b,valve,id_04,normal,00000862.wav,+6b/valve/id_04/normal/00000862.wav,"[ 0.00317001  0.00445175  0.00363159 ... -0.0056076  -0.00624084
 -0.00652695]","[[0.10588583]
 [0.01984926]
 [0.12599784]
 ...
 [0.00529203]
 [0.00983694]
 [0.01470365]]"
2921,+6b,valve,id_04,normal,00000863.wav,+6b/valve/id_04/normal/00000863.wav,[0.00151825 0.00135803 0.00050735 ... 0.00131989 0.0009346  0.00072098],"[[0.2894617 ]
 [0.27468964]
 [0.18085054]
 ...
 [0.00033433]
 [0.00536464]
 [0.01124606]]"
2922,+6b,valve,id_04,normal,00000864.wav,+6b/valve/id_04/normal/00000864.wav,"[ 0.0022583   0.00189972  0.00187302 ... -0.01334     0.00873947
  0.01804352]","[[0.73763484]
 [1.1265959 ]
 [1.789361  ]
 ...
 [0.00216192]
 [0.0019825 ]
 [0.00218381]]"
2923,+6b,valve,id_04,normal,00000865.wav,+6b/valve/id_04/normal/00000865.wav,"[ 0.04494858  0.0437088   0.03746796 ... -0.00448227 -0.00374985
 -0.00337219]","[[0.95565253]
 [1.0929973 ]
 [1.5105877 ]
 ...
 [0.05580236]
 [0.05853658]
 [0.06020059]]"
2924,+6b,valve,id_04,normal,00000866.wav,+6b/valve/id_04/normal/00000866.wav,"[-0.0064888  -0.00613022 -0.00527191 ... -0.00118637 -0.00021362
 -0.00111008]","[[0.09016338]
 [0.11700974]
 [0.29628372]
 ...
 [0.00907363]
 [0.00631875]
 [0.00612578]]"
2925,+6b,valve,id_04,normal,00000867.wav,+6b/valve/id_04/normal/00000867.wav,"[ 0.00494766  0.00498962  0.00449753 ... -0.00577927 -0.00539017
 -0.0050621 ]","[[5.5618721e-01]
 [5.4128218e-01]
 [3.7062341e-01]
 ...
 [2.4256306e-03]
 [1.1291917e-04]
 [2.9074573e-03]]"
2926,+6b,valve,id_04,normal,00000868.wav,+6b/valve/id_04/normal/00000868.wav,"[-0.00402069 -0.00489426 -0.00498199 ... -0.00061798 -0.0004158
 -0.00055313]","[[5.3684253e-01]
 [4.7860134e-01]
 [4.0752256e-01]
 ...
 [9.0827374e-03]
 [4.3409313e-03]
 [1.0759978e-05]]"
2927,+6b,valve,id_04,normal,00000869.wav,+6b/valve/id_04/normal/00000869.wav,"[ 0.0006218   0.00084686  0.0009613  ... -0.00711823 -0.0074501
 -0.00698853]","[[0.15293764]
 [0.25779045]
 [0.7325898 ]
 ...
 [0.00219552]
 [0.00319327]
 [0.00211808]]"
2928,+6b,valve,id_04,normal,00000870.wav,+6b/valve/id_04/normal/00000870.wav,"[-0.00528717 -0.00461197 -0.00437927 ...  0.00261307  0.00301743
  0.00323868]","[[0.02637284]
 [0.06580801]
 [0.39047733]
 ...
 [0.00283584]
 [0.00262671]
 [0.00351603]]"
2929,+6b,valve,id_04,normal,00000871.wav,+6b/valve/id_04/normal/00000871.wav,[0.00026703 0.00040054 0.00014496 ... 0.00183487 0.00141525 0.00149536],"[[0.37125936]
 [0.29675788]
 [0.27830034]
 ...
 [0.00159947]
 [0.00596355]
 [0.01055315]]"
2930,+6b,valve,id_04,normal,00000872.wav,+6b/valve/id_04/normal/00000872.wav,"[ 0.00550079  0.0054512   0.00605011 ... -0.00374985 -0.00333786
 -0.00291824]","[[0.9010091 ]
 [0.51330364]
 [0.21485461]
 ...
 [0.00424913]
 [0.00185791]
 [0.01244585]]"
2931,+6b,valve,id_04,normal,00000873.wav,+6b/valve/id_04/normal/00000873.wav,"[ 0.00298691  0.00485229  0.00455475 ... -0.00133896 -0.00085449
  0.00014496]","[[7.6564709e-03]
 [1.7418613e-01]
 [4.6801853e-01]
 ...
 [7.0399051e-03]
 [3.3982380e-03]
 [9.0812166e-05]]"
2932,+6b,valve,id_04,normal,00000874.wav,+6b/valve/id_04/normal/00000874.wav,"[-0.00598145 -0.00542831 -0.0045166  ... -0.00508118 -0.00585556
 -0.00596237]","[[0.5909872 ]
 [0.44154444]
 [0.5774181 ]
 ...
 [0.00422334]
 [0.00175572]
 [0.00419569]]"
2933,+6b,valve,id_04,normal,00000875.wav,+6b/valve/id_04/normal/00000875.wav,"[-0.00703049 -0.00532913 -0.0045929  ... -0.0041275  -0.00130081
 -0.0050087 ]","[[7.3424518e-01]
 [8.1101477e-01]
 [8.8373113e-01]
 ...
 [1.1546221e-02]
 [5.5084187e-03]
 [6.8818789e-04]]"
2934,+6b,valve,id_04,normal,00000876.wav,+6b/valve/id_04/normal/00000876.wav,"[-0.00160217 -0.00334167 -0.00205231 ... -0.00558472 -0.00597
 -0.00566864]","[[0.45644605]
 [0.5492622 ]
 [0.0479895 ]
 ...
 [0.01340429]
 [0.01103259]
 [0.01006625]]"
2935,+6b,valve,id_04,normal,00000877.wav,+6b/valve/id_04/normal/00000877.wav,[0.00102615 0.00152969 0.00104904 ... 0.00094223 0.00094223 0.00171661],"[[8.9845663e-01]
 [8.5223442e-01]
 [6.9174176e-01]
 ...
 [4.7198526e-04]
 [2.2907809e-03]
 [5.9255194e-03]]"
2936,+6b,valve,id_04,normal,00000878.wav,+6b/valve/id_04/normal/00000878.wav,"[ 0.00468063  0.00489807  0.00495911 ... -0.00126648 -0.00164413
 -0.00213623]","[[0.12542543]
 [0.07892092]
 [0.83256346]
 ...
 [0.01089486]
 [0.01226032]
 [0.01810995]]"
2937,+6b,valve,id_04,normal,00000879.wav,+6b/valve/id_04/normal/00000879.wav,"[-0.00299835 -0.00384903 -0.00513458 ... -0.00159836 -0.00109482
 -0.00091934]","[[0.30020893]
 [0.5186954 ]
 [0.2767765 ]
 ...
 [0.00184966]
 [0.0026741 ]
 [0.00233095]]"
2938,+6b,valve,id_04,normal,00000880.wav,+6b/valve/id_04/normal/00000880.wav,"[-0.00068283 -0.00040817 -0.00063324 ... -0.00205994 -0.0022583
 -0.00299835]","[[2.3730959e-01]
 [2.9880860e-01]
 [6.5038991e-01]
 ...
 [4.7162708e-04]
 [8.8504702e-03]
 [1.4539644e-02]]"
2939,+6b,valve,id_04,normal,00000881.wav,+6b/valve/id_04/normal/00000881.wav,"[-0.00245285 -0.00270081 -0.00314331 ...  0.00046539  0.00120926
  0.00235367]","[[0.33761287]
 [0.16471927]
 [0.64219445]
 ...
 [0.00288937]
 [0.00854866]
 [0.01107262]]"
2940,+6b,valve,id_04,normal,00000882.wav,+6b/valve/id_04/normal/00000882.wav,"[ 0.00315094  0.00260544  0.00167847 ... -0.00266266 -0.00304794
 -0.00314331]","[[0.32076168]
 [0.15746397]
 [0.10324997]
 ...
 [0.00430884]
 [0.00238491]
 [0.00068628]]"
2941,+6b,valve,id_04,normal,00000883.wav,+6b/valve/id_04/normal/00000883.wav,"[-0.00617599 -0.00690842 -0.00689697 ... -0.00223541 -0.00193024
 -0.00248718]","[[0.05881355]
 [0.05435349]
 [0.19211659]
 ...
 [0.00273185]
 [0.00274357]
 [0.00515927]]"
2942,+6b,valve,id_04,normal,00000884.wav,+6b/valve/id_04/normal/00000884.wav,"[-0.00962067 -0.01005936 -0.01067734 ...  0.00470352  0.00466919
  0.0039444 ]","[[0.12984318]
 [0.08404207]
 [0.20495436]
 ...
 [0.01263372]
 [0.00638448]
 [0.00380214]]"
2943,+6b,valve,id_04,normal,00000885.wav,+6b/valve/id_04/normal/00000885.wav,[0.00367737 0.0039711  0.00400925 ... 0.00166321 0.00160599 0.00080109],"[[0.0451831 ]
 [0.08832756]
 [0.283102  ]
 ...
 [0.00075932]
 [0.00118084]
 [0.0008633 ]]"
2944,+6b,valve,id_04,normal,00000886.wav,+6b/valve/id_04/normal/00000886.wav,"[ 0.01146698  0.01206207  0.01117706 ... -0.00489044 -0.0059967
 -0.00663757]","[[0.0840691 ]
 [0.34455734]
 [0.6686917 ]
 ...
 [0.00156112]
 [0.01565   ]
 [0.02129837]]"
2945,+6b,valve,id_04,normal,00000887.wav,+6b/valve/id_04/normal/00000887.wav,"[-0.00033951 -0.00084686 -0.00070953 ... -0.00213623 -0.00382996
 -0.00514603]","[[0.60639584]
 [0.63956773]
 [0.87299645]
 ...
 [0.00829453]
 [0.01607092]
 [0.01435727]]"
2946,+6b,valve,id_04,normal,00000888.wav,+6b/valve/id_04/normal/00000888.wav,"[ 0.00400925  0.00363159  0.00252533 ... -0.00345993 -0.00430679
 -0.00485992]","[[0.55921614]
 [0.59224373]
 [0.4459903 ]
 ...
 [0.0072311 ]
 [0.01034471]
 [0.00820225]]"
2947,+6b,valve,id_04,normal,00000889.wav,+6b/valve/id_04/normal/00000889.wav,"[-2.0027161e-03 -7.6293945e-05  5.7601929e-04 ... -1.1940002e-03
 -1.7013550e-03 -2.2544861e-03]","[[0.51769274]
 [0.51447535]
 [0.6321028 ]
 ...
 [0.02790093]
 [0.01182251]
 [0.04420968]]"
2948,+6b,valve,id_04,normal,00000890.wav,+6b/valve/id_04/normal/00000890.wav,"[-0.00345612 -0.00276947 -0.0030098  ... -0.0005188  -0.0019722
 -0.00304413]","[[0.33064076]
 [0.19581191]
 [0.32802907]
 ...
 [0.01511543]
 [0.01013509]
 [0.0062302 ]]"
2949,+6b,valve,id_04,normal,00000891.wav,+6b/valve/id_04/normal/00000891.wav,"[ 0.00270462  0.00216675  0.00198746 ... -0.00531769 -0.0045929
 -0.0030899 ]","[[0.06265308]
 [0.02309578]
 [0.21387652]
 ...
 [0.00208881]
 [0.00532241]
 [0.01185217]]"
2950,+6b,valve,id_04,normal,00000892.wav,+6b/valve/id_04/normal/00000892.wav,"[-0.00383759 -0.00323868 -0.00359726 ... -0.00133896 -0.00073242
 -0.00056458]","[[0.36239132]
 [0.30061868]
 [0.2044654 ]
 ...
 [0.00865096]
 [0.0102006 ]
 [0.00476062]]"
2951,+6b,valve,id_04,normal,00000893.wav,+6b/valve/id_04/normal/00000893.wav,"[-0.00282288 -0.00269699 -0.00304413 ...  0.00273132  0.00222778
  0.00216293]","[[0.07888667]
 [0.21097021]
 [0.20177892]
 ...
 [0.00063819]
 [0.00590309]
 [0.00839439]]"
2952,+6b,valve,id_04,normal,00000894.wav,+6b/valve/id_04/normal/00000894.wav,"[ 0.00717926  0.00655365  0.00558472 ... -0.00313568 -0.00185013
 -0.00067139]","[[0.3869133 ]
 [0.4938883 ]
 [0.39955324]
 ...
 [0.00209033]
 [0.00871896]
 [0.01015329]]"
2953,+6b,valve,id_04,normal,00000895.wav,+6b/valve/id_04/normal/00000895.wav,"[ 0.00051117  0.00043488  0.00011826 ... -0.00238419 -0.00271225
  0.00149918]","[[0.13439009]
 [0.30914167]
 [0.53038627]
 ...
 [0.01260475]
 [0.00897538]
 [0.00874352]]"
2954,+6b,valve,id_04,normal,00000896.wav,+6b/valve/id_04/normal/00000896.wav,"[ 0.01061249  0.00828552  0.0090332  ... -0.00011826 -0.00097275
 -0.00080872]","[[0.02980554]
 [0.06416428]
 [0.00368586]
 ...
 [0.01826488]
 [0.01982469]
 [0.0197906 ]]"
2955,+6b,valve,id_04,normal,00000897.wav,+6b/valve/id_04/normal/00000897.wav,[0.00579834 0.00647736 0.00656891 ... 0.00101471 0.00099564 0.00061798],"[[0.2249528 ]
 [0.15053684]
 [0.18878058]
 ...
 [0.00892286]
 [0.00183727]
 [0.00228116]]"
2956,+6b,valve,id_04,normal,00000898.wav,+6b/valve/id_04/normal/00000898.wav,"[ 9.5367432e-05  7.3623657e-04  1.3046265e-03 ... -1.7623901e-03
 -2.7351379e-03 -4.0130615e-03]","[[0.35933304]
 [0.4709102 ]
 [0.90567476]
 ...
 [0.0070296 ]
 [0.02197188]
 [0.03284323]]"
2957,+6b,valve,id_04,normal,00000899.wav,+6b/valve/id_04/normal/00000899.wav,[0.00273132 0.00260925 0.0025444  ... 0.00179672 0.00189209 0.00181198],"[[0.23816852]
 [0.34993136]
 [0.61871517]
 ...
 [0.00154613]
 [0.00144005]
 [0.00358938]]"
2958,+6b,valve,id_04,normal,00000900.wav,+6b/valve/id_04/normal/00000900.wav,"[ 1.0185242e-03  5.0735474e-04 -4.5776367e-05 ...  2.0103455e-03
  1.9874573e-03  1.9531250e-03]","[[0.17551926]
 [0.02288799]
 [0.37479687]
 ...
 [0.00232198]
 [0.0068252 ]
 [0.01173772]]"
2959,+6b,valve,id_04,normal,00000901.wav,+6b/valve/id_04/normal/00000901.wav,[0.00233841 0.00304031 0.00324249 ... 0.00709152 0.00900269 0.00831985],"[[0.45635584]
 [0.38705507]
 [0.35385454]
 ...
 [0.01015964]
 [0.01208087]
 [0.00911622]]"
2960,+6b,valve,id_04,normal,00000902.wav,+6b/valve/id_04/normal/00000902.wav,"[ 0.00126266  0.00033188 -0.00032043 ...  0.00513077  0.00575638
  0.00584793]","[[0.76008815]
 [0.70957434]
 [0.6611485 ]
 ...
 [0.00890097]
 [0.00957554]
 [0.01628341]]"
2961,+6b,valve,id_04,normal,00000903.wav,+6b/valve/id_04/normal/00000903.wav,[0.00272369 0.00259399 0.00282669 ... 0.00304413 0.00239182 0.00193024],"[[0.5531383 ]
 [0.61385983]
 [0.74114734]
 ...
 [0.01383383]
 [0.01134262]
 [0.00873137]]"
2962,+6b,valve,id_04,normal,00000904.wav,+6b/valve/id_04/normal/00000904.wav,"[ 0.00313187  0.00250244  0.00133133 ... -0.00437546 -0.00501633
 -0.00487137]","[[4.7575358e-01]
 [9.7063160e-01]
 [1.1164910e+00]
 ...
 [4.0591517e-03]
 [4.3621878e-03]
 [1.6481485e-04]]"
2963,+6b,valve,id_04,normal,00000905.wav,+6b/valve/id_04/normal/00000905.wav,"[-0.00698471 -0.00582123 -0.00617599 ... -0.0060997  -0.00510788
 -0.004673  ]","[[0.09974097]
 [0.5273584 ]
 [0.734745  ]
 ...
 [0.00268053]
 [0.00159149]
 [0.0034486 ]]"
2964,+6b,valve,id_04,normal,00000906.wav,+6b/valve/id_04/normal/00000906.wav,"[ 0.00064087  0.00035477  0.00072098 ... -0.00323868 -0.00422668
 -0.00534439]","[[0.20265444]
 [0.26873243]
 [0.08388464]
 ...
 [0.00439679]
 [0.01036232]
 [0.01084195]]"
2965,+6b,valve,id_04,normal,00000907.wav,+6b/valve/id_04/normal/00000907.wav,"[-9.5367432e-04 -7.8582764e-04  2.0980835e-04 ... -7.6293945e-05
 -8.8119507e-04 -1.9607544e-03]","[[0.49312732]
 [0.5276983 ]
 [0.4003137 ]
 ...
 [0.0007263 ]
 [0.00736978]
 [0.01713585]]"
2966,+6b,valve,id_04,normal,00000908.wav,+6b/valve/id_04/normal/00000908.wav,"[ 0.00185013  0.00187683  0.00187683 ... -0.00370789 -0.00345993
 -0.00362015]","[[0.06583556]
 [0.0526224 ]
 [0.09442373]
 ...
 [0.00853511]
 [0.00486062]
 [0.00234987]]"
2967,+6b,valve,id_04,normal,00000909.wav,+6b/valve/id_04/normal/00000909.wav,[0.00030136 0.00031281 0.00057602 ... 0.00559616 0.00538254 0.00508499],"[[0.6722691 ]
 [0.6149929 ]
 [0.44840366]
 ...
 [0.00974467]
 [0.01897655]
 [0.0237824 ]]"
2968,+6b,valve,id_04,normal,00000910.wav,+6b/valve/id_04/normal/00000910.wav,"[ 0.00411224  0.00382233  0.00423431 ... -0.00744629 -0.00847244
 -0.00808716]","[[0.68947166]
 [0.43643942]
 [0.08742541]
 ...
 [0.00501655]
 [0.00899734]
 [0.01289256]]"
2969,+6b,valve,id_04,normal,00000911.wav,+6b/valve/id_04/normal/00000911.wav,"[-0.00451279 -0.0031662  -0.00031662 ...  0.00279617  0.00254059
  0.00278854]","[[0.34212726]
 [0.34750026]
 [0.2382965 ]
 ...
 [0.00099206]
 [0.00639539]
 [0.01073269]]"
2970,+6b,valve,id_04,normal,00000912.wav,+6b/valve/id_04/normal/00000912.wav,"[ 0.00130463  0.0002594  -0.00032043 ...  0.00285339  0.00325775
  0.00372314]","[[0.09741616]
 [0.08181235]
 [0.06827442]
 ...
 [0.00703919]
 [0.00419734]
 [0.01054208]]"
2971,+6b,valve,id_04,normal,00000913.wav,+6b/valve/id_04/normal/00000913.wav,"[ 0.00318909  0.00294113  0.00309372 ... -0.00099564 -0.00138092
 -0.00259018]","[[4.8977304e-01]
 [2.0028907e-01]
 [4.9106248e-02]
 ...
 [4.0425141e-03]
 [1.1606135e-03]
 [4.8253473e-04]]"
2972,+6b,valve,id_04,normal,00000914.wav,+6b/valve/id_04/normal/00000914.wav,[0.0021019  0.00193024 0.0008812  ... 0.00094604 0.00032425 0.00045776],"[[0.02834814]
 [0.10804304]
 [0.01307629]
 ...
 [0.01122099]
 [0.02405697]
 [0.01771878]]"
2973,+6b,valve,id_04,normal,00000915.wav,+6b/valve/id_04/normal/00000915.wav,"[-0.00342178 -0.00379181 -0.00295258 ...  0.0026741   0.00311279
  0.00261688]","[[0.11686642]
 [0.0241901 ]
 [0.09935807]
 ...
 [0.00381295]
 [0.01316189]
 [0.01800121]]"
2974,+6b,valve,id_04,normal,00000916.wav,+6b/valve/id_04/normal/00000916.wav,[0.00138474 0.00139236 0.00163651 ... 0.00357819 0.00320435 0.00308609],"[[0.417374  ]
 [0.2397225 ]
 [0.24569567]
 ...
 [0.00236272]
 [0.0027046 ]
 [0.00552121]]"
2975,+6b,valve,id_04,normal,00000917.wav,+6b/valve/id_04/normal/00000917.wav,"[ 4.4441223e-03  4.3601990e-03  3.6239624e-03 ... -4.1580200e-04
 -4.1961670e-05  1.5258789e-05]","[[0.05810595]
 [0.2507295 ]
 [0.4853072 ]
 ...
 [0.00164718]
 [0.0105617 ]
 [0.0145233 ]]"
2976,+6b,valve,id_04,normal,00000918.wav,+6b/valve/id_04/normal/00000918.wav,"[-0.00232697 -0.00257492 -0.00251007 ...  0.00231171  0.00210953
  0.00177383]","[[0.10715061]
 [0.18669781]
 [0.34783378]
 ...
 [0.00110255]
 [0.0034803 ]
 [0.00440165]]"
2977,+6b,valve,id_04,normal,00000919.wav,+6b/valve/id_04/normal/00000919.wav,"[ 0.0067482   0.00580215  0.00488281 ... -0.00152206 -0.00115585
  0.00021362]","[[0.7167734 ]
 [0.5934972 ]
 [0.19553715]
 ...
 [0.00587033]
 [0.01179543]
 [0.01240488]]"
2978,+6b,valve,id_04,normal,00000920.wav,+6b/valve/id_04/normal/00000920.wav,"[-0.00253296 -0.00251007 -0.00240326 ... -0.00882339 -0.00909424
 -0.0085144 ]","[[0.22672437]
 [0.31875288]
 [0.37950146]
 ...
 [0.00956814]
 [0.01098018]
 [0.0069644 ]]"
2979,+6b,valve,id_04,normal,00000921.wav,+6b/valve/id_04/normal/00000921.wav,"[-0.00101852 -0.0013504  -0.00170898 ... -0.00112152 -0.00084686
 -0.0004425 ]","[[0.09835648]
 [0.07390479]
 [0.18953867]
 ...
 [0.0050483 ]
 [0.00924324]
 [0.01312334]]"
2980,+6b,valve,id_04,normal,00000922.wav,+6b/valve/id_04/normal/00000922.wav,"[ 0.00133514  0.00261688  0.00319672 ... -0.00098801 -0.00094223
 -0.00037003]","[[0.39334726]
 [0.4017503 ]
 [0.1344298 ]
 ...
 [0.01290574]
 [0.01614107]
 [0.01507145]]"
2981,+6b,valve,id_04,normal,00000923.wav,+6b/valve/id_04/normal/00000923.wav,"[2.4032593e-04 7.0953369e-04 3.0517578e-05 ... 1.2256622e-02 1.3286591e-02
 1.3702393e-02]","[[0.12377691]
 [0.04317257]
 [0.27222243]
 ...
 [0.00237208]
 [0.00370839]
 [0.00949497]]"
2982,+6b,valve,id_04,normal,00000924.wav,+6b/valve/id_04/normal/00000924.wav,[0.00254059 0.00215912 0.00165176 ... 0.00227356 0.00271225 0.00309753],"[[3.0270059e-02]
 [2.7954766e-01]
 [5.7471251e-01]
 ...
 [1.3110858e-02]
 [8.5364459e-03]
 [5.5928441e-04]]"
2983,+6b,valve,id_04,normal,00000925.wav,+6b/valve/id_04/normal/00000925.wav,"[ 3.16238403e-03  2.95257568e-03  2.18200684e-03 ... -8.77380371e-05
  1.18255615e-04  6.02722168e-04]","[[6.4745307e-01]
 [9.2196323e-02]
 [6.6689044e-01]
 ...
 [8.1422413e-03]
 [5.5078760e-04]
 [5.8572567e-03]]"
2984,+6b,valve,id_04,normal,00000926.wav,+6b/valve/id_04/normal/00000926.wav,"[ 0.00192261  0.00177383  0.00193405 ... -0.00442505 -0.00281143
 -0.00015259]","[[0.27336228]
 [0.43211946]
 [0.6077588 ]
 ...
 [0.00665481]
 [0.00994854]
 [0.01289469]]"
2985,+6b,valve,id_04,normal,00000927.wav,+6b/valve/id_04/normal/00000927.wav,"[ 9.9945068e-04 -4.5776367e-05 -3.4790039e-03 ... -1.1253357e-03
 -1.2397766e-03 -1.3694763e-03]","[[6.5132268e-02]
 [1.5477283e-01]
 [1.9109905e-01]
 ...
 [1.2185762e-04]
 [2.2405467e-03]
 [3.5978744e-03]]"
2986,+6b,valve,id_04,normal,00000928.wav,+6b/valve/id_04/normal/00000928.wav,[0.00092697 0.0014267  0.00261688 ... 0.002491   0.00290298 0.00216293],"[[0.5443847 ]
 [0.7791948 ]
 [1.1980959 ]
 ...
 [0.00292701]
 [0.00476291]
 [0.00465199]]"
2987,+6b,valve,id_04,normal,00000929.wav,+6b/valve/id_04/normal/00000929.wav,"[-0.00108719 -0.00117874 -0.00089645 ... -0.0014534  -0.00208282
 -0.00241089]","[[0.53437656]
 [0.52511966]
 [0.6518714 ]
 ...
 [0.00071461]
 [0.00642774]
 [0.01119631]]"
2988,+6b,valve,id_04,normal,00000930.wav,+6b/valve/id_04/normal/00000930.wav,"[-0.00393677 -0.00392151 -0.00375366 ...  0.00214767 -0.0023613
 -0.00242233]","[[0.307998  ]
 [0.32928893]
 [0.00854202]
 ...
 [0.00470001]
 [0.00770027]
 [0.01108923]]"
2989,+6b,valve,id_04,normal,00000931.wav,+6b/valve/id_04/normal/00000931.wav,[0.00732803 0.00627136 0.00443649 ... 0.00231552 0.0031662  0.00323868],"[[0.13886693]
 [0.13695897]
 [0.13585883]
 ...
 [0.0045795 ]
 [0.01127769]
 [0.01325116]]"
2990,+6b,valve,id_04,normal,00000932.wav,+6b/valve/id_04/normal/00000932.wav,"[-0.0004425  -0.00018692 -0.00124741 ...  0.00028992 -0.00444031
 -0.00518036]","[[0.5385957 ]
 [0.6591427 ]
 [0.24198769]
 ...
 [0.00206448]
 [0.01039472]
 [0.01410235]]"
2991,+6b,valve,id_04,normal,00000933.wav,+6b/valve/id_04/normal/00000933.wav,"[-0.00272369 -0.00367737 -0.00381851 ...  0.00626755  0.0065918
  0.00775909]","[[0.42267838]
 [0.42395866]
 [0.4379787 ]
 ...
 [0.0109985 ]
 [0.01837369]
 [0.01399754]]"
2992,+6b,valve,id_04,normal,00000934.wav,+6b/valve/id_04/normal/00000934.wav,"[ 0.00582123  0.00517273  0.00501251 ... -0.00305939 -0.00146866
 -0.00085449]","[[0.24409896]
 [0.37758932]
 [0.4612266 ]
 ...
 [0.00051176]
 [0.00243106]
 [0.00422058]]"
2993,+6b,valve,id_04,normal,00000935.wav,+6b/valve/id_04/normal/00000935.wav,"[ 1.2283325e-03  2.7847290e-04 -2.2888184e-05 ...  5.5541992e-03
  4.2114258e-03  2.3994446e-03]","[[0.02815227]
 [0.00722461]
 [0.17536573]
 ...
 [0.0109808 ]
 [0.0035887 ]
 [0.00094136]]"
2994,+6b,valve,id_04,normal,00000936.wav,+6b/valve/id_04/normal/00000936.wav,"[ 0.00291061  0.00283432  0.00315857 ... -0.00150681 -0.00164032
 -0.00295258]","[[0.6199007 ]
 [0.564674  ]
 [0.4958902 ]
 ...
 [0.00236128]
 [0.00411654]
 [0.00857745]]"
2995,+6b,valve,id_04,normal,00000937.wav,+6b/valve/id_04/normal/00000937.wav,"[-0.00491714 -0.00465775 -0.00462341 ...  0.00110626  0.00111008
  0.00125885]","[[0.16741303]
 [0.10077764]
 [0.01537885]
 ...
 [0.01053825]
 [0.01009384]
 [0.01171754]]"
2996,+6b,valve,id_04,normal,00000938.wav,+6b/valve/id_04/normal/00000938.wav,"[-0.00239563 -0.00270462 -0.00281906 ...  0.00225067  0.00083923
 -0.0003624 ]","[[3.9292645e-01]
 [3.4648407e-01]
 [1.3958381e-01]
 ...
 [1.4148890e-03]
 [6.0369214e-04]
 [1.6584818e-04]]"
2997,+6b,valve,id_04,normal,00000939.wav,+6b/valve/id_04/normal/00000939.wav,"[-0.00091171 -0.00080872 -0.00078964 ...  0.0014801   0.00158691
  0.00165939]","[[3.8428575e-01]
 [4.2399940e-01]
 [8.1943452e-01]
 ...
 [8.7784509e-05]
 [7.5670588e-04]
 [1.7366593e-03]]"
2998,+6b,valve,id_04,normal,00000940.wav,+6b/valve/id_04/normal/00000940.wav,"[ 7.5912476e-04 -8.0108643e-05 -2.1362305e-04 ... -5.3405762e-04
  5.6076050e-04  6.8664551e-04]","[[0.15111704]
 [0.32277364]
 [0.3797506 ]
 ...
 [0.00313488]
 [0.00271325]
 [0.00038938]]"
2999,+6b,valve,id_04,normal,00000941.wav,+6b/valve/id_04/normal/00000941.wav,"[ 0.00257111  0.00246811  0.00193787 ... -0.00997543 -0.00965118
 -0.00921631]","[[0.72552353]
 [0.6169862 ]
 [0.58565676]
 ...
 [0.01206393]
 [0.00968563]
 [0.00634315]]"
3000,+6b,valve,id_04,normal,00000942.wav,+6b/valve/id_04/normal/00000942.wav,"[-0.00163651 -0.00193787 -0.00276566 ...  0.00284195  0.00305939
  0.00208664]","[[0.39738396]
 [0.38478702]
 [0.26250908]
 ...
 [0.00355845]
 [0.00897879]
 [0.01872042]]"
3001,+6b,valve,id_04,normal,00000943.wav,+6b/valve/id_04/normal/00000943.wav,"[ 0.00066757  0.0002594   0.00085449 ... -0.00012589 -0.00050735
 -0.00034714]","[[0.20323835]
 [0.14185268]
 [0.06708214]
 ...
 [0.00493935]
 [0.00161743]
 [0.00048979]]"
