snr,machine,id,condition,file,path
-6db,slider,id_02,normal,00000482.wav,E:\-6db/slider/id_02/normal/00000482.wav
-6db,slider,id_02,normal,00000483.wav,E:\-6db/slider/id_02/normal/00000483.wav
-6db,slider,id_02,normal,00000484.wav,E:\-6db/slider/id_02/normal/00000484.wav
-6db,slider,id_02,normal,00000485.wav,E:\-6db/slider/id_02/normal/00000485.wav
-6db,slider,id_02,normal,00000486.wav,E:\-6db/slider/id_02/normal/00000486.wav
-6db,slider,id_02,normal,00000487.wav,E:\-6db/slider/id_02/normal/00000487.wav
-6db,slider,id_02,normal,00000488.wav,E:\-6db/slider/id_02/normal/00000488.wav
-6db,slider,id_02,normal,00000489.wav,E:\-6db/slider/id_02/normal/00000489.wav
-6db,slider,id_02,normal,00000490.wav,E:\-6db/slider/id_02/normal/00000490.wav
-6db,slider,id_02,normal,00000491.wav,E:\-6db/slider/id_02/normal/00000491.wav
-6db,slider,id_02,normal,00000492.wav,E:\-6db/slider/id_02/normal/00000492.wav
-6db,slider,id_02,normal,00000493.wav,E:\-6db/slider/id_02/normal/00000493.wav
-6db,slider,id_02,normal,00000494.wav,E:\-6db/slider/id_02/normal/00000494.wav
-6db,slider,id_02,normal,00000495.wav,E:\-6db/slider/id_02/normal/00000495.wav
-6db,slider,id_02,normal,00000496.wav,E:\-6db/slider/id_02/normal/00000496.wav
-6db,slider,id_02,normal,00000497.wav,E:\-6db/slider/id_02/normal/00000497.wav
-6db,slider,id_02,normal,00000498.wav,E:\-6db/slider/id_02/normal/00000498.wav
-6db,slider,id_02,normal,00000499.wav,E:\-6db/slider/id_02/normal/00000499.wav
-6db,slider,id_02,normal,00000500.wav,E:\-6db/slider/id_02/normal/00000500.wav
-6db,slider,id_02,normal,00000501.wav,E:\-6db/slider/id_02/normal/00000501.wav
-6db,slider,id_02,normal,00000502.wav,E:\-6db/slider/id_02/normal/00000502.wav
-6db,slider,id_02,normal,00000503.wav,E:\-6db/slider/id_02/normal/00000503.wav
-6db,slider,id_02,normal,00000504.wav,E:\-6db/slider/id_02/normal/00000504.wav
-6db,slider,id_02,normal,00000505.wav,E:\-6db/slider/id_02/normal/00000505.wav
-6db,slider,id_02,normal,00000506.wav,E:\-6db/slider/id_02/normal/00000506.wav
-6db,slider,id_02,normal,00000507.wav,E:\-6db/slider/id_02/normal/00000507.wav
-6db,slider,id_02,normal,00000508.wav,E:\-6db/slider/id_02/normal/00000508.wav
-6db,slider,id_02,normal,00000509.wav,E:\-6db/slider/id_02/normal/00000509.wav
-6db,slider,id_02,normal,00000510.wav,E:\-6db/slider/id_02/normal/00000510.wav
-6db,slider,id_02,normal,00000511.wav,E:\-6db/slider/id_02/normal/00000511.wav
-6db,slider,id_02,normal,00000512.wav,E:\-6db/slider/id_02/normal/00000512.wav
-6db,slider,id_02,normal,00000513.wav,E:\-6db/slider/id_02/normal/00000513.wav
-6db,slider,id_02,normal,00000514.wav,E:\-6db/slider/id_02/normal/00000514.wav
-6db,slider,id_02,normal,00000515.wav,E:\-6db/slider/id_02/normal/00000515.wav
-6db,slider,id_02,normal,00000516.wav,E:\-6db/slider/id_02/normal/00000516.wav
-6db,slider,id_02,normal,00000517.wav,E:\-6db/slider/id_02/normal/00000517.wav
-6db,slider,id_02,normal,00000518.wav,E:\-6db/slider/id_02/normal/00000518.wav
-6db,slider,id_02,normal,00000519.wav,E:\-6db/slider/id_02/normal/00000519.wav
-6db,slider,id_02,normal,00000520.wav,E:\-6db/slider/id_02/normal/00000520.wav
-6db,slider,id_02,normal,00000521.wav,E:\-6db/slider/id_02/normal/00000521.wav
-6db,slider,id_02,normal,00000522.wav,E:\-6db/slider/id_02/normal/00000522.wav
-6db,slider,id_02,normal,00000523.wav,E:\-6db/slider/id_02/normal/00000523.wav
-6db,slider,id_02,normal,00000524.wav,E:\-6db/slider/id_02/normal/00000524.wav
-6db,slider,id_02,normal,00000525.wav,E:\-6db/slider/id_02/normal/00000525.wav
-6db,slider,id_02,normal,00000526.wav,E:\-6db/slider/id_02/normal/00000526.wav
-6db,slider,id_02,normal,00000527.wav,E:\-6db/slider/id_02/normal/00000527.wav
-6db,slider,id_02,normal,00000528.wav,E:\-6db/slider/id_02/normal/00000528.wav
-6db,slider,id_02,normal,00000529.wav,E:\-6db/slider/id_02/normal/00000529.wav
-6db,slider,id_02,normal,00000530.wav,E:\-6db/slider/id_02/normal/00000530.wav
-6db,slider,id_02,normal,00000531.wav,E:\-6db/slider/id_02/normal/00000531.wav
-6db,slider,id_02,normal,00000532.wav,E:\-6db/slider/id_02/normal/00000532.wav
-6db,slider,id_02,normal,00000533.wav,E:\-6db/slider/id_02/normal/00000533.wav
-6db,slider,id_02,normal,00000534.wav,E:\-6db/slider/id_02/normal/00000534.wav
-6db,slider,id_02,normal,00000535.wav,E:\-6db/slider/id_02/normal/00000535.wav
-6db,slider,id_02,normal,00000536.wav,E:\-6db/slider/id_02/normal/00000536.wav
-6db,slider,id_02,normal,00000537.wav,E:\-6db/slider/id_02/normal/00000537.wav
-6db,slider,id_02,normal,00000538.wav,E:\-6db/slider/id_02/normal/00000538.wav
-6db,slider,id_02,normal,00000539.wav,E:\-6db/slider/id_02/normal/00000539.wav
-6db,slider,id_02,normal,00000540.wav,E:\-6db/slider/id_02/normal/00000540.wav
-6db,slider,id_02,normal,00000541.wav,E:\-6db/slider/id_02/normal/00000541.wav
-6db,slider,id_02,normal,00000542.wav,E:\-6db/slider/id_02/normal/00000542.wav
-6db,slider,id_02,normal,00000543.wav,E:\-6db/slider/id_02/normal/00000543.wav
-6db,slider,id_02,normal,00000544.wav,E:\-6db/slider/id_02/normal/00000544.wav
-6db,slider,id_02,normal,00000545.wav,E:\-6db/slider/id_02/normal/00000545.wav
-6db,slider,id_02,normal,00000546.wav,E:\-6db/slider/id_02/normal/00000546.wav
-6db,slider,id_02,normal,00000547.wav,E:\-6db/slider/id_02/normal/00000547.wav
-6db,slider,id_02,normal,00000548.wav,E:\-6db/slider/id_02/normal/00000548.wav
-6db,slider,id_02,normal,00000549.wav,E:\-6db/slider/id_02/normal/00000549.wav
-6db,slider,id_02,normal,00000550.wav,E:\-6db/slider/id_02/normal/00000550.wav
-6db,slider,id_02,normal,00000551.wav,E:\-6db/slider/id_02/normal/00000551.wav
-6db,slider,id_02,normal,00000552.wav,E:\-6db/slider/id_02/normal/00000552.wav
-6db,slider,id_02,normal,00000553.wav,E:\-6db/slider/id_02/normal/00000553.wav
-6db,slider,id_02,normal,00000554.wav,E:\-6db/slider/id_02/normal/00000554.wav
-6db,slider,id_02,normal,00000555.wav,E:\-6db/slider/id_02/normal/00000555.wav
-6db,slider,id_02,normal,00000556.wav,E:\-6db/slider/id_02/normal/00000556.wav
-6db,slider,id_02,normal,00000557.wav,E:\-6db/slider/id_02/normal/00000557.wav
-6db,slider,id_02,normal,00000558.wav,E:\-6db/slider/id_02/normal/00000558.wav
-6db,slider,id_02,normal,00000559.wav,E:\-6db/slider/id_02/normal/00000559.wav
-6db,slider,id_02,normal,00000560.wav,E:\-6db/slider/id_02/normal/00000560.wav
-6db,slider,id_02,normal,00000561.wav,E:\-6db/slider/id_02/normal/00000561.wav
-6db,slider,id_02,normal,00000562.wav,E:\-6db/slider/id_02/normal/00000562.wav
-6db,slider,id_02,normal,00000563.wav,E:\-6db/slider/id_02/normal/00000563.wav
-6db,slider,id_02,normal,00000564.wav,E:\-6db/slider/id_02/normal/00000564.wav
-6db,slider,id_02,normal,00000565.wav,E:\-6db/slider/id_02/normal/00000565.wav
-6db,slider,id_02,normal,00000566.wav,E:\-6db/slider/id_02/normal/00000566.wav
-6db,slider,id_02,normal,00000567.wav,E:\-6db/slider/id_02/normal/00000567.wav
-6db,slider,id_02,normal,00000568.wav,E:\-6db/slider/id_02/normal/00000568.wav
-6db,slider,id_02,normal,00000569.wav,E:\-6db/slider/id_02/normal/00000569.wav
-6db,slider,id_02,normal,00000570.wav,E:\-6db/slider/id_02/normal/00000570.wav
-6db,slider,id_02,normal,00000571.wav,E:\-6db/slider/id_02/normal/00000571.wav
-6db,slider,id_02,normal,00000572.wav,E:\-6db/slider/id_02/normal/00000572.wav
-6db,slider,id_02,normal,00000573.wav,E:\-6db/slider/id_02/normal/00000573.wav
-6db,slider,id_02,normal,00000574.wav,E:\-6db/slider/id_02/normal/00000574.wav
-6db,slider,id_02,normal,00000575.wav,E:\-6db/slider/id_02/normal/00000575.wav
-6db,slider,id_02,normal,00000576.wav,E:\-6db/slider/id_02/normal/00000576.wav
-6db,slider,id_02,normal,00000577.wav,E:\-6db/slider/id_02/normal/00000577.wav
-6db,slider,id_02,normal,00000578.wav,E:\-6db/slider/id_02/normal/00000578.wav
-6db,slider,id_02,normal,00000579.wav,E:\-6db/slider/id_02/normal/00000579.wav
-6db,slider,id_02,normal,00000580.wav,E:\-6db/slider/id_02/normal/00000580.wav
-6db,slider,id_02,normal,00000581.wav,E:\-6db/slider/id_02/normal/00000581.wav
-6db,slider,id_02,normal,00000582.wav,E:\-6db/slider/id_02/normal/00000582.wav
-6db,slider,id_02,normal,00000583.wav,E:\-6db/slider/id_02/normal/00000583.wav
-6db,slider,id_02,normal,00000584.wav,E:\-6db/slider/id_02/normal/00000584.wav
-6db,slider,id_02,normal,00000585.wav,E:\-6db/slider/id_02/normal/00000585.wav
-6db,slider,id_02,normal,00000586.wav,E:\-6db/slider/id_02/normal/00000586.wav
-6db,slider,id_02,normal,00000587.wav,E:\-6db/slider/id_02/normal/00000587.wav
-6db,slider,id_02,normal,00000588.wav,E:\-6db/slider/id_02/normal/00000588.wav
-6db,slider,id_02,normal,00000589.wav,E:\-6db/slider/id_02/normal/00000589.wav
-6db,slider,id_02,normal,00000590.wav,E:\-6db/slider/id_02/normal/00000590.wav
-6db,slider,id_02,normal,00000591.wav,E:\-6db/slider/id_02/normal/00000591.wav
-6db,slider,id_02,normal,00000592.wav,E:\-6db/slider/id_02/normal/00000592.wav
-6db,slider,id_02,normal,00000593.wav,E:\-6db/slider/id_02/normal/00000593.wav
-6db,slider,id_02,normal,00000594.wav,E:\-6db/slider/id_02/normal/00000594.wav
-6db,slider,id_02,normal,00000595.wav,E:\-6db/slider/id_02/normal/00000595.wav
-6db,slider,id_02,normal,00000596.wav,E:\-6db/slider/id_02/normal/00000596.wav
-6db,slider,id_02,normal,00000597.wav,E:\-6db/slider/id_02/normal/00000597.wav
-6db,slider,id_02,normal,00000598.wav,E:\-6db/slider/id_02/normal/00000598.wav
-6db,slider,id_02,normal,00000599.wav,E:\-6db/slider/id_02/normal/00000599.wav
-6db,slider,id_02,normal,00000600.wav,E:\-6db/slider/id_02/normal/00000600.wav
-6db,slider,id_02,normal,00000601.wav,E:\-6db/slider/id_02/normal/00000601.wav
-6db,slider,id_02,normal,00000602.wav,E:\-6db/slider/id_02/normal/00000602.wav
-6db,slider,id_02,normal,00000603.wav,E:\-6db/slider/id_02/normal/00000603.wav
-6db,slider,id_02,normal,00000604.wav,E:\-6db/slider/id_02/normal/00000604.wav
-6db,slider,id_02,normal,00000605.wav,E:\-6db/slider/id_02/normal/00000605.wav
-6db,slider,id_02,normal,00000606.wav,E:\-6db/slider/id_02/normal/00000606.wav
-6db,slider,id_02,normal,00000607.wav,E:\-6db/slider/id_02/normal/00000607.wav
-6db,slider,id_02,normal,00000608.wav,E:\-6db/slider/id_02/normal/00000608.wav
-6db,slider,id_02,normal,00000609.wav,E:\-6db/slider/id_02/normal/00000609.wav
-6db,slider,id_02,normal,00000610.wav,E:\-6db/slider/id_02/normal/00000610.wav
-6db,slider,id_02,normal,00000611.wav,E:\-6db/slider/id_02/normal/00000611.wav
-6db,slider,id_02,normal,00000612.wav,E:\-6db/slider/id_02/normal/00000612.wav
-6db,slider,id_02,normal,00000613.wav,E:\-6db/slider/id_02/normal/00000613.wav
-6db,slider,id_02,normal,00000614.wav,E:\-6db/slider/id_02/normal/00000614.wav
-6db,slider,id_02,normal,00000615.wav,E:\-6db/slider/id_02/normal/00000615.wav
-6db,slider,id_02,normal,00000616.wav,E:\-6db/slider/id_02/normal/00000616.wav
-6db,slider,id_02,normal,00000617.wav,E:\-6db/slider/id_02/normal/00000617.wav
-6db,slider,id_02,normal,00000618.wav,E:\-6db/slider/id_02/normal/00000618.wav
-6db,slider,id_02,normal,00000619.wav,E:\-6db/slider/id_02/normal/00000619.wav
-6db,slider,id_02,normal,00000620.wav,E:\-6db/slider/id_02/normal/00000620.wav
-6db,slider,id_02,normal,00000621.wav,E:\-6db/slider/id_02/normal/00000621.wav
-6db,slider,id_02,normal,00000622.wav,E:\-6db/slider/id_02/normal/00000622.wav
-6db,slider,id_02,normal,00000623.wav,E:\-6db/slider/id_02/normal/00000623.wav
-6db,slider,id_02,normal,00000624.wav,E:\-6db/slider/id_02/normal/00000624.wav
-6db,slider,id_02,normal,00000625.wav,E:\-6db/slider/id_02/normal/00000625.wav
-6db,slider,id_02,normal,00000626.wav,E:\-6db/slider/id_02/normal/00000626.wav
-6db,slider,id_02,normal,00000627.wav,E:\-6db/slider/id_02/normal/00000627.wav
-6db,slider,id_02,normal,00000628.wav,E:\-6db/slider/id_02/normal/00000628.wav
-6db,slider,id_02,normal,00000629.wav,E:\-6db/slider/id_02/normal/00000629.wav
-6db,slider,id_02,normal,00000630.wav,E:\-6db/slider/id_02/normal/00000630.wav
-6db,slider,id_02,normal,00000631.wav,E:\-6db/slider/id_02/normal/00000631.wav
-6db,slider,id_02,normal,00000632.wav,E:\-6db/slider/id_02/normal/00000632.wav
-6db,slider,id_02,normal,00000633.wav,E:\-6db/slider/id_02/normal/00000633.wav
-6db,slider,id_02,normal,00000634.wav,E:\-6db/slider/id_02/normal/00000634.wav
-6db,slider,id_02,normal,00000635.wav,E:\-6db/slider/id_02/normal/00000635.wav
-6db,slider,id_02,normal,00000636.wav,E:\-6db/slider/id_02/normal/00000636.wav
-6db,slider,id_02,normal,00000637.wav,E:\-6db/slider/id_02/normal/00000637.wav
-6db,slider,id_02,normal,00000638.wav,E:\-6db/slider/id_02/normal/00000638.wav
-6db,slider,id_02,normal,00000639.wav,E:\-6db/slider/id_02/normal/00000639.wav
-6db,slider,id_02,normal,00000640.wav,E:\-6db/slider/id_02/normal/00000640.wav
-6db,slider,id_02,normal,00000641.wav,E:\-6db/slider/id_02/normal/00000641.wav
-6db,slider,id_02,normal,00000642.wav,E:\-6db/slider/id_02/normal/00000642.wav
-6db,slider,id_02,normal,00000643.wav,E:\-6db/slider/id_02/normal/00000643.wav
-6db,slider,id_02,normal,00000644.wav,E:\-6db/slider/id_02/normal/00000644.wav
-6db,slider,id_02,normal,00000645.wav,E:\-6db/slider/id_02/normal/00000645.wav
-6db,slider,id_02,normal,00000646.wav,E:\-6db/slider/id_02/normal/00000646.wav
-6db,slider,id_02,normal,00000647.wav,E:\-6db/slider/id_02/normal/00000647.wav
-6db,slider,id_02,normal,00000648.wav,E:\-6db/slider/id_02/normal/00000648.wav
-6db,slider,id_02,normal,00000649.wav,E:\-6db/slider/id_02/normal/00000649.wav
-6db,slider,id_02,normal,00000650.wav,E:\-6db/slider/id_02/normal/00000650.wav
-6db,slider,id_02,normal,00000651.wav,E:\-6db/slider/id_02/normal/00000651.wav
-6db,slider,id_02,normal,00000652.wav,E:\-6db/slider/id_02/normal/00000652.wav
-6db,slider,id_02,normal,00000653.wav,E:\-6db/slider/id_02/normal/00000653.wav
-6db,slider,id_02,normal,00000654.wav,E:\-6db/slider/id_02/normal/00000654.wav
-6db,slider,id_02,normal,00000655.wav,E:\-6db/slider/id_02/normal/00000655.wav
-6db,slider,id_02,normal,00000656.wav,E:\-6db/slider/id_02/normal/00000656.wav
-6db,slider,id_02,normal,00000657.wav,E:\-6db/slider/id_02/normal/00000657.wav
-6db,slider,id_02,normal,00000658.wav,E:\-6db/slider/id_02/normal/00000658.wav
-6db,slider,id_02,normal,00000659.wav,E:\-6db/slider/id_02/normal/00000659.wav
-6db,slider,id_02,normal,00000660.wav,E:\-6db/slider/id_02/normal/00000660.wav
-6db,slider,id_02,normal,00000661.wav,E:\-6db/slider/id_02/normal/00000661.wav
-6db,slider,id_02,normal,00000662.wav,E:\-6db/slider/id_02/normal/00000662.wav
-6db,slider,id_02,normal,00000663.wav,E:\-6db/slider/id_02/normal/00000663.wav
-6db,slider,id_02,normal,00000664.wav,E:\-6db/slider/id_02/normal/00000664.wav
-6db,slider,id_02,normal,00000665.wav,E:\-6db/slider/id_02/normal/00000665.wav
-6db,slider,id_02,normal,00000666.wav,E:\-6db/slider/id_02/normal/00000666.wav
-6db,slider,id_02,normal,00000667.wav,E:\-6db/slider/id_02/normal/00000667.wav
-6db,slider,id_02,normal,00000668.wav,E:\-6db/slider/id_02/normal/00000668.wav
-6db,slider,id_02,normal,00000669.wav,E:\-6db/slider/id_02/normal/00000669.wav
-6db,slider,id_02,normal,00000670.wav,E:\-6db/slider/id_02/normal/00000670.wav
-6db,slider,id_02,normal,00000671.wav,E:\-6db/slider/id_02/normal/00000671.wav
-6db,slider,id_02,normal,00000672.wav,E:\-6db/slider/id_02/normal/00000672.wav
-6db,slider,id_02,normal,00000673.wav,E:\-6db/slider/id_02/normal/00000673.wav
-6db,slider,id_02,normal,00000674.wav,E:\-6db/slider/id_02/normal/00000674.wav
-6db,slider,id_02,normal,00000675.wav,E:\-6db/slider/id_02/normal/00000675.wav
-6db,slider,id_02,normal,00000676.wav,E:\-6db/slider/id_02/normal/00000676.wav
-6db,slider,id_02,normal,00000677.wav,E:\-6db/slider/id_02/normal/00000677.wav
-6db,slider,id_02,normal,00000678.wav,E:\-6db/slider/id_02/normal/00000678.wav
-6db,slider,id_02,normal,00000679.wav,E:\-6db/slider/id_02/normal/00000679.wav
-6db,slider,id_02,normal,00000680.wav,E:\-6db/slider/id_02/normal/00000680.wav
-6db,slider,id_02,normal,00000681.wav,E:\-6db/slider/id_02/normal/00000681.wav
-6db,slider,id_02,normal,00000682.wav,E:\-6db/slider/id_02/normal/00000682.wav
-6db,slider,id_02,normal,00000683.wav,E:\-6db/slider/id_02/normal/00000683.wav
-6db,slider,id_02,normal,00000684.wav,E:\-6db/slider/id_02/normal/00000684.wav
-6db,slider,id_02,normal,00000685.wav,E:\-6db/slider/id_02/normal/00000685.wav
-6db,slider,id_02,normal,00000686.wav,E:\-6db/slider/id_02/normal/00000686.wav
-6db,slider,id_02,normal,00000687.wav,E:\-6db/slider/id_02/normal/00000687.wav
-6db,slider,id_02,normal,00000688.wav,E:\-6db/slider/id_02/normal/00000688.wav
-6db,slider,id_02,normal,00000689.wav,E:\-6db/slider/id_02/normal/00000689.wav
-6db,slider,id_02,normal,00000690.wav,E:\-6db/slider/id_02/normal/00000690.wav
-6db,slider,id_02,normal,00000691.wav,E:\-6db/slider/id_02/normal/00000691.wav
-6db,slider,id_02,normal,00000692.wav,E:\-6db/slider/id_02/normal/00000692.wav
-6db,slider,id_02,normal,00000693.wav,E:\-6db/slider/id_02/normal/00000693.wav
-6db,slider,id_02,normal,00000694.wav,E:\-6db/slider/id_02/normal/00000694.wav
-6db,slider,id_02,normal,00000695.wav,E:\-6db/slider/id_02/normal/00000695.wav
-6db,slider,id_02,normal,00000696.wav,E:\-6db/slider/id_02/normal/00000696.wav
-6db,slider,id_02,normal,00000697.wav,E:\-6db/slider/id_02/normal/00000697.wav
-6db,slider,id_02,normal,00000698.wav,E:\-6db/slider/id_02/normal/00000698.wav
-6db,slider,id_02,normal,00000699.wav,E:\-6db/slider/id_02/normal/00000699.wav
-6db,slider,id_02,normal,00000700.wav,E:\-6db/slider/id_02/normal/00000700.wav
-6db,slider,id_02,normal,00000701.wav,E:\-6db/slider/id_02/normal/00000701.wav
-6db,slider,id_02,normal,00000702.wav,E:\-6db/slider/id_02/normal/00000702.wav
-6db,slider,id_02,normal,00000703.wav,E:\-6db/slider/id_02/normal/00000703.wav
-6db,slider,id_02,normal,00000704.wav,E:\-6db/slider/id_02/normal/00000704.wav
-6db,slider,id_02,normal,00000705.wav,E:\-6db/slider/id_02/normal/00000705.wav
-6db,slider,id_02,normal,00000706.wav,E:\-6db/slider/id_02/normal/00000706.wav
-6db,slider,id_02,normal,00000707.wav,E:\-6db/slider/id_02/normal/00000707.wav
-6db,slider,id_02,normal,00000708.wav,E:\-6db/slider/id_02/normal/00000708.wav
-6db,slider,id_02,normal,00000709.wav,E:\-6db/slider/id_02/normal/00000709.wav
-6db,slider,id_02,normal,00000710.wav,E:\-6db/slider/id_02/normal/00000710.wav
-6db,slider,id_02,normal,00000711.wav,E:\-6db/slider/id_02/normal/00000711.wav
-6db,slider,id_02,normal,00000712.wav,E:\-6db/slider/id_02/normal/00000712.wav
-6db,slider,id_02,normal,00000713.wav,E:\-6db/slider/id_02/normal/00000713.wav
-6db,slider,id_02,normal,00000714.wav,E:\-6db/slider/id_02/normal/00000714.wav
-6db,slider,id_02,normal,00000715.wav,E:\-6db/slider/id_02/normal/00000715.wav
-6db,slider,id_02,normal,00000716.wav,E:\-6db/slider/id_02/normal/00000716.wav
-6db,slider,id_02,normal,00000717.wav,E:\-6db/slider/id_02/normal/00000717.wav
-6db,slider,id_02,normal,00000718.wav,E:\-6db/slider/id_02/normal/00000718.wav
-6db,slider,id_02,normal,00000719.wav,E:\-6db/slider/id_02/normal/00000719.wav
-6db,slider,id_02,normal,00000720.wav,E:\-6db/slider/id_02/normal/00000720.wav
-6db,slider,id_02,normal,00000721.wav,E:\-6db/slider/id_02/normal/00000721.wav
-6db,slider,id_02,normal,00000722.wav,E:\-6db/slider/id_02/normal/00000722.wav
-6db,slider,id_02,normal,00000723.wav,E:\-6db/slider/id_02/normal/00000723.wav
-6db,slider,id_02,normal,00000724.wav,E:\-6db/slider/id_02/normal/00000724.wav
-6db,slider,id_02,normal,00000725.wav,E:\-6db/slider/id_02/normal/00000725.wav
-6db,slider,id_02,normal,00000726.wav,E:\-6db/slider/id_02/normal/00000726.wav
-6db,slider,id_02,normal,00000727.wav,E:\-6db/slider/id_02/normal/00000727.wav
-6db,slider,id_02,normal,00000728.wav,E:\-6db/slider/id_02/normal/00000728.wav
-6db,slider,id_02,normal,00000729.wav,E:\-6db/slider/id_02/normal/00000729.wav
-6db,slider,id_02,normal,00000730.wav,E:\-6db/slider/id_02/normal/00000730.wav
-6db,slider,id_02,normal,00000731.wav,E:\-6db/slider/id_02/normal/00000731.wav
-6db,slider,id_02,normal,00000732.wav,E:\-6db/slider/id_02/normal/00000732.wav
-6db,slider,id_02,normal,00000733.wav,E:\-6db/slider/id_02/normal/00000733.wav
-6db,slider,id_02,normal,00000734.wav,E:\-6db/slider/id_02/normal/00000734.wav
-6db,slider,id_02,normal,00000735.wav,E:\-6db/slider/id_02/normal/00000735.wav
-6db,slider,id_02,normal,00000736.wav,E:\-6db/slider/id_02/normal/00000736.wav
-6db,slider,id_02,normal,00000737.wav,E:\-6db/slider/id_02/normal/00000737.wav
-6db,slider,id_02,normal,00000738.wav,E:\-6db/slider/id_02/normal/00000738.wav
-6db,slider,id_02,normal,00000739.wav,E:\-6db/slider/id_02/normal/00000739.wav
-6db,slider,id_02,normal,00000740.wav,E:\-6db/slider/id_02/normal/00000740.wav
-6db,slider,id_02,normal,00000741.wav,E:\-6db/slider/id_02/normal/00000741.wav
-6db,slider,id_02,normal,00000742.wav,E:\-6db/slider/id_02/normal/00000742.wav
-6db,slider,id_02,normal,00000743.wav,E:\-6db/slider/id_02/normal/00000743.wav
-6db,slider,id_02,normal,00000744.wav,E:\-6db/slider/id_02/normal/00000744.wav
-6db,slider,id_02,normal,00000745.wav,E:\-6db/slider/id_02/normal/00000745.wav
-6db,slider,id_02,normal,00000746.wav,E:\-6db/slider/id_02/normal/00000746.wav
-6db,slider,id_02,normal,00000747.wav,E:\-6db/slider/id_02/normal/00000747.wav
-6db,slider,id_02,normal,00000748.wav,E:\-6db/slider/id_02/normal/00000748.wav
-6db,slider,id_02,normal,00000749.wav,E:\-6db/slider/id_02/normal/00000749.wav
-6db,slider,id_02,normal,00000750.wav,E:\-6db/slider/id_02/normal/00000750.wav
-6db,slider,id_02,normal,00000751.wav,E:\-6db/slider/id_02/normal/00000751.wav
-6db,slider,id_02,normal,00000752.wav,E:\-6db/slider/id_02/normal/00000752.wav
-6db,slider,id_02,normal,00000753.wav,E:\-6db/slider/id_02/normal/00000753.wav
-6db,slider,id_02,normal,00000754.wav,E:\-6db/slider/id_02/normal/00000754.wav
-6db,slider,id_02,normal,00000755.wav,E:\-6db/slider/id_02/normal/00000755.wav
-6db,slider,id_02,normal,00000756.wav,E:\-6db/slider/id_02/normal/00000756.wav
-6db,slider,id_02,normal,00000757.wav,E:\-6db/slider/id_02/normal/00000757.wav
-6db,slider,id_02,normal,00000758.wav,E:\-6db/slider/id_02/normal/00000758.wav
-6db,slider,id_02,normal,00000759.wav,E:\-6db/slider/id_02/normal/00000759.wav
-6db,slider,id_02,normal,00000760.wav,E:\-6db/slider/id_02/normal/00000760.wav
-6db,slider,id_02,normal,00000761.wav,E:\-6db/slider/id_02/normal/00000761.wav
-6db,slider,id_02,normal,00000762.wav,E:\-6db/slider/id_02/normal/00000762.wav
-6db,slider,id_02,normal,00000763.wav,E:\-6db/slider/id_02/normal/00000763.wav
-6db,slider,id_02,normal,00000764.wav,E:\-6db/slider/id_02/normal/00000764.wav
-6db,slider,id_02,normal,00000765.wav,E:\-6db/slider/id_02/normal/00000765.wav
-6db,slider,id_02,normal,00000766.wav,E:\-6db/slider/id_02/normal/00000766.wav
-6db,slider,id_02,normal,00000767.wav,E:\-6db/slider/id_02/normal/00000767.wav
-6db,slider,id_02,normal,00000768.wav,E:\-6db/slider/id_02/normal/00000768.wav
-6db,slider,id_02,normal,00000769.wav,E:\-6db/slider/id_02/normal/00000769.wav
-6db,slider,id_02,normal,00000770.wav,E:\-6db/slider/id_02/normal/00000770.wav
-6db,slider,id_02,normal,00000771.wav,E:\-6db/slider/id_02/normal/00000771.wav
-6db,slider,id_02,normal,00000772.wav,E:\-6db/slider/id_02/normal/00000772.wav
-6db,slider,id_02,normal,00000773.wav,E:\-6db/slider/id_02/normal/00000773.wav
-6db,slider,id_02,normal,00000774.wav,E:\-6db/slider/id_02/normal/00000774.wav
-6db,slider,id_02,normal,00000775.wav,E:\-6db/slider/id_02/normal/00000775.wav
-6db,slider,id_02,normal,00000776.wav,E:\-6db/slider/id_02/normal/00000776.wav
-6db,slider,id_02,normal,00000777.wav,E:\-6db/slider/id_02/normal/00000777.wav
-6db,slider,id_02,normal,00000778.wav,E:\-6db/slider/id_02/normal/00000778.wav
-6db,slider,id_02,normal,00000779.wav,E:\-6db/slider/id_02/normal/00000779.wav
-6db,slider,id_02,normal,00000780.wav,E:\-6db/slider/id_02/normal/00000780.wav
-6db,slider,id_02,normal,00000781.wav,E:\-6db/slider/id_02/normal/00000781.wav
-6db,slider,id_02,normal,00000782.wav,E:\-6db/slider/id_02/normal/00000782.wav
-6db,slider,id_02,normal,00000783.wav,E:\-6db/slider/id_02/normal/00000783.wav
-6db,slider,id_02,normal,00000784.wav,E:\-6db/slider/id_02/normal/00000784.wav
-6db,slider,id_02,normal,00000785.wav,E:\-6db/slider/id_02/normal/00000785.wav
-6db,slider,id_02,normal,00000786.wav,E:\-6db/slider/id_02/normal/00000786.wav
-6db,slider,id_02,normal,00000787.wav,E:\-6db/slider/id_02/normal/00000787.wav
-6db,slider,id_02,normal,00000788.wav,E:\-6db/slider/id_02/normal/00000788.wav
-6db,slider,id_02,normal,00000789.wav,E:\-6db/slider/id_02/normal/00000789.wav
-6db,slider,id_02,normal,00000790.wav,E:\-6db/slider/id_02/normal/00000790.wav
-6db,slider,id_02,normal,00000791.wav,E:\-6db/slider/id_02/normal/00000791.wav
